авторитет,s,37.1,100,94,1604,,
авторитетность,s,0.5,27,78,32,,
авторство,s,4.6,90,89,257,,
авторучка,s,3.8,84,89,211,,
авторынок,s,0.7,30,80,46,,
автосалон,s,4.3,54,86,207,,
автосамосвал,s,1.7,21,62,31,,
автосервис,s,2.1,59,86,117,,
автослесарь,s,0.5,23,74,31,,
автоспорт,s,2.8,44,83,141,,
автостанция,s,0.4,29,82,34,,
автостоп,s,0.8,37,71,41,,
автостоянка,s,3.4,73,85,182,,
автострада,s,2.5,65,69,114,,
автострахование,s,0.4,17,72,22,,
автотранспорт,s,5.4,72,88,327,,
автотрасса,s,0.7,33,82,50,,
автофургон,s,0.6,34,81,40,,
автохозяйство,s,0.4,23,77,27,,
автоцентр,s,0.5,23,76,31,,
автоцистерна,s,0.4,20,72,23,,
автошкола,s,0.8,27,68,38,,
ага,s,0.9,35,79,49,,
агар,s,0.4,9,51,17,,
агат,s,0.8,39,83,52,,
агенс,s,0.5,4,44,5,,
агент,s,39.2,100,92,1174,,
агентство,s,49.1,96,91,1946,,
агентура,s,3.4,66,83,121,,
агитатор,s,3.2,70,85,146,,
агитация,s,8.7,96,91,437,,
агитка,s,0.5,29,80,38,,
агитпроп,s,0.9,35,82,57,,
агитпункт,s,0.4,16,63,18,,
агломерат,s,0.4,14,58,16,,
агломерация,s,0.7,15,39,18,,
агнец,s,2.5,53,61,103,,
агностик,s,0.5,26,78,34,,
агония,s,3.1,84,92,220,,
аграрий,s,3.3,46,83,177,,
агрегат,s,18.5,96,87,725,,
агрегирование,s,0.5,12,62,29,,
агрессивность,s,4.2,86,91,261,,
агрессия,s,13.1,98,91,617,,
агрессор,s,3.5,79,87,184,,
агроном,s,5.4,80,82,204,,
агрономия,s,0.4,18,74,20,,
агропром,s,0.4,28,82,32,,
агропромбанк,s,0.5,9,58,17,,
агротехника,s,0.6,31,81,42,,
агрофирма,s,0.8,28,68,38,,
агрохолдинг,s,0.5,19,75,27,,
агуша,s,0.4,5,37,6,,
ад,s,23.7,99,91,888,,
адажио,s,0.4,16,70,24,,
адамантан,s,0.5,4,14,5,,
адаптация,s,12.6,83,81,582,,
адаптер,s,0.6,27,75,34,,
адаптивность,s,0.5,19,74,29,,
адвентист,s,0.4,18,66,21,,
адвокат,s,49.3,100,86,1197,,
адвокатура,s,2.4,42,74,66,,
адгезия,s,1.1,21,71,51,,
адекватность,s,2.7,47,77,162,,
аденовирус,s,1.2,11,42,22,,
аденоид,s,0.4,13,53,13,,
аденома,s,0.5,18,60,24,,
адепт,s,2.8,76,89,187,,
администратор,s,15.6,97,90,553,,
администраторша,s,0.7,31,79,37,,
администрация,s,98.3,99,90,4120,,
администрирование,s,2.4,53,84,154,,
адмирал,s,13.5,95,90,379,,
адмиралтейство,s,2.8,49,50,67,,
адреналин,s,2.8,81,91,182,,
адрес,s,92.7,100,94,3560,,
адресат,s,6.7,94,92,362,,
адресок,s,0.9,37,81,57,,
адсорбат,s,0.5,3,5,5,,
адсорбция,s,1.8,12,63,66,,
адъювант,s,0.6,8,51,22,,
адъютант,s,6.7,81,86,171,,
адюльтер,s,1.2,51,86,70,,
ажиотаж,s,4.0,81,90,296,,
ажур,s,1.0,51,82,70,,
аз,s,4.8,93,86,281,,
азалия,s,1.2,30,48,33,,
азарт,s,11.8,94,94,607,,
азбука,s,3.7,86,89,212,,
азер,s,0.4,15,69,18,,
азербайджанец,s,5.9,72,81,186,,
азиат,s,2.3,64,85,126,,
азимут,s,1.6,52,83,78,,
азот,s,7.9,68,80,273,,
аи,s,1.4,49,85,85,,
аир,s,0.6,21,70,28,,
аист,s,3.1,70,86,120,,
айва,s,0.9,29,64,37,,
айкидо,s,0.8,25,76,33,,
айсберг,s,4.2,88,87,216,,
академгородок,s,1.9,40,79,69,,
академизм,s,0.8,33,79,47,,
академик,s,49.2,100,90,1398,,
академия,s,70.3,100,92,2243,,
акафист,s,1.2,39,77,62,,
акация,s,4.1,82,88,192,,
акваланг,s,1.9,54,77,71,,
аквалангист,s,0.9,35,77,41,,
аквапарк,s,0.9,34,81,56,,
акварель,s,4.0,80,90,211,,
аквариум,s,8.3,95,90,371,,
акватория,s,4.2,65,80,185,,
акведук,s,0.4,22,77,22,,
акклиматизация,s,1.0,43,80,55,,
аккомпанемент,s,3.7,90,89,218,,
аккомпаниатор,s,1.0,37,80,51,,
аккорд,s,7.0,93,91,357,,
аккордеон,s,4.2,69,78,138,,
аккордеонист,s,0.5,28,79,28,,
аккредитация,s,2.1,51,84,124,,
аккредитив,s,3.8,19,29,22,,
аккумулирование,s,0.4,20,77,30,,
аккумулятор,s,5.1,85,90,271,,
аккумуляция,s,0.9,20,66,50,,
аккурат,s,1.0,52,85,72,,
аккуратность,s,2.4,84,93,202,,
акмеизм,s,0.8,22,61,29,,
акмеист,s,0.8,24,69,35,,
аконит,s,1.0,7,15,8,,
акр,s,1.0,27,69,41,,
акрил,s,0.9,16,37,21,,
акробат,s,2.5,63,80,115,,
акробатика,s,1.1,49,85,75,,
акрополь,s,0.6,27,77,36,,
акростих,s,0.4,19,71,22,,
аксакал,s,0.8,36,79,47,,
акселератор,s,0.8,37,84,55,,
акселерация,s,0.8,28,75,32,,
аксель,s,0.8,26,72,34,,
аксельбант,s,0.7,32,79,41,,
аксессуар,s,5.5,73,87,365,,
аксиома,s,8.5,90,76,286,,
аксон,s,0.4,6,43,6,,
акт,s,113.6,99,84,2830,,
актант,s,2.3,10,52,17,,
актер,s,114.4,99,87,1827,,
актерка,s,1.0,23,37,26,,
актерство,s,1.0,45,85,65,,
актив,s,32.7,90,89,1100,,
активатор,s,0.7,15,63,25,,
активация,s,3.7,29,71,153,,
активизация,s,7.3,72,86,498,,
активист,s,6.3,88,90,407,,
активистка,s,1.2,47,84,76,,
активность,s,58.5,100,83,2084,,
актинидия,s,0.4,16,65,21,,
актор,s,0.4,16,69,22,,
актриса,s,40.4,95,88,959,,
актуализация,s,2.1,38,75,111,,
актуальность,s,8.0,73,87,585,,
акула,s,9.3,92,80,337,,
акустика,s,2.2,71,89,153,,
акушер,s,0.8,28,70,34,,
акушерка,s,1.7,50,80,65,,
акушерство,s,0.7,36,82,46,,
акцент,s,26.2,100,94,1334,,
акцентирование,s,0.5,24,79,37,,
акцентуация,s,0.5,7,16,9,,
акцепт,s,1.0,13,43,28,,
акцептор,s,0.6,8,37,13,,
акциз,s,5.3,52,83,190,,
акционер,s,36.3,77,78,860,,
акционирование,s,1.4,46,83,87,,
акция,s,98.5,99,89,3051,,
акын,s,0.5,23,75,28,,
алан,s,3.1,61,77,136,,
албанец,s,2.1,44,74,73,,
алгебра,s,3.9,83,85,204,,
алгоритм,s,26.5,71,71,574,,
алебарда,s,0.6,31,81,37,,
александрит,s,0.4,7,15,7,,
алеут,s,0.4,15,57,16,,
алжирец,s,0.4,21,77,24,,
алиби,s,2.6,63,78,104,,
алименты,s,6.0,79,56,184,,
алия,s,1.0,19,52,24,,
алкалоид,s,0.6,16,71,24,,
алкаш,s,4.8,70,87,217,,
алкоголизм,s,5.8,93,90,305,,
алкоголик,s,10.0,95,93,466,,
алкоголичка,s,0.8,39,84,60,,
алкоголь,s,20.4,100,93,855,,
аллах,s,8.5,87,89,262,,
аллегория,s,2.3,79,91,147,,
аллейка,s,0.8,39,84,53,,
аллерген,s,0.9,32,75,41,,
аллергик,s,0.5,20,72,28,,
аллергия,s,7.0,89,85,298,,
аллея,s,16.0,96,93,581,,
аллигатор,s,0.5,23,78,30,,
аллитерация,s,0.5,31,82,37,,
аллюзия,s,1.8,58,86,125,,
аллюр,s,0.8,37,79,44,,
алмаз,s,16.7,96,87,512,,
алоэ,s,1.0,35,69,44,,
алтарь,s,9.2,92,83,354,,
алтын,s,0.5,16,39,19,,
алфавит,s,5.8,94,89,296,,
алхимик,s,1.7,61,84,98,,
алхимия,s,1.2,49,78,66,,
алчность,s,1.5,58,85,102,,
алыча,s,0.8,29,77,31,,
альбатрос,s,1.2,25,61,38,,
альбинос,s,0.7,36,76,40,,
альбом,s,23.7,99,93,824,,
альбомчик,s,0.6,29,76,36,,
альбумин,s,0.8,16,70,42,,
альвеола,s,0.5,13,47,15,,
альдегид,s,1.7,11,14,17,,
альков,s,0.4,26,80,29,,
альма-матер,s,0.4,25,79,31,,
альманах,s,4.7,81,89,211,,
альпинарий,s,0.7,20,72,36,,
альпинизм,s,1.1,50,79,67,,
альпинист,s,4.3,71,86,162,,
альт,s,5.0,54,52,91,,
альтернатива,s,14.4,93,91,846,,
альтернативщик,s,0.9,23,76,29,,
альтист,s,1.1,24,52,34,,
альтруизм,s,1.0,44,84,68,,
альтруист,s,0.5,27,80,35,,
альфа,s,5.2,75,84,224,,
альцгеймер,s,0.6,18,64,24,,
альянс,s,10.1,73,88,479,,
алюминий,s,10.9,88,88,458,,
алюмосиликат,s,0.4,11,64,19,,
амальгама,s,0.5,31,79,35,,
амбал,s,2.1,47,71,77,,
амбар,s,4.9,80,85,175,,
амбивалентность,s,0.8,22,55,30,,
амбициозность,s,0.6,34,82,49,,
амбиция,s,13.2,96,92,860,,
амбразура,s,2.3,66,82,134,,
амброзия,s,0.5,26,80,29,,
амбулатория,s,1.2,40,68,49,,
амвон,s,1.0,41,81,59,,
амеба,s,0.8,45,85,56,,
американец,s,78.8,100,91,2196,,
американизм,s,0.7,27,65,36,,
американка,s,4.4,76,88,215,,
аметист,s,1.3,27,49,33,,
амиксин,s,1.1,7,37,8,,
амин,s,3.9,39,42,65,,
аминокислота,s,4.7,55,73,173,,
аммиак,s,2.8,51,57,79,,
аммоний,s,1.5,26,48,45,,
амнезия,s,0.8,39,82,59,,
амнистия,s,8.2,86,85,293,,
амок,s,0.5,15,61,16,,
аморализм,s,0.4,25,80,27,,
аморалка,s,0.4,26,81,30,,
аморальность,s,0.7,32,75,43,,
амортизатор,s,2.2,62,87,134,,
амортизация,s,2.8,65,83,135,,
ампер,s,2.2,21,32,25,,
амперметр,s,0.4,14,55,18,,
ампир,s,2.1,56,79,106,,
амплитуда,s,4.6,67,76,212,,
амплификация,s,2.3,10,57,63,,
амплуа,s,3.7,81,89,229,,
ампула,s,3.7,75,87,146,,
ампутация,s,1.2,54,85,78,,
амрита,s,0.5,4,31,4,,
амулет,s,3.7,63,72,96,,
амуниция,s,1.7,71,90,122,,
амур,s,3.9,82,89,211,,
амфибия,s,0.7,31,81,45,,
амфитеатр,s,1.8,63,87,105,,
амфора,s,1.4,56,84,81,,
анабиоз,s,1.3,35,52,43,,
анаграмма,s,0.9,16,40,17,,
анаконда,s,0.4,24,80,28,,
анализ,s,157.0,100,81,4197,,
анализатор,s,3.1,32,66,73,,
аналитик,s,18.1,82,88,1052,,
аналитика,s,1.2,47,86,89,,
аналог,s,15.9,87,90,1085,,
аналогия,s,14.6,98,85,775,,
аналой,s,0.6,20,71,29,,
анальгин,s,1.1,47,84,63,,
анамнез,s,0.7,31,76,46,,
ананас,s,3.6,83,90,185,,
анархизм,s,0.9,41,83,56,,
анархист,s,2.7,72,88,131,,
анархия,s,2.7,79,89,171,,
анатом,s,0.6,24,60,29,,
анатомичка,s,0.4,19,74,21,,
анатомия,s,4.9,93,73,216,,
анафема,s,1.5,66,89,104,,
анахронизм,s,1.8,68,90,126,,
анаша,s,1.1,39,80,56,,
ангажемент,s,0.4,24,78,29,,
ангажированность,s,0.7,37,84,59,,
ангар,s,3.5,74,81,146,,
ангел,s,32.4,99,91,972,,
ангелочек,s,1.0,49,86,76,,
ангел-хранитель,s,1.5,60,87,100,,
ангидрит,s,0.4,7,41,8,,
ангина,s,2.7,74,89,158,,
англичанин,s,30.1,99,84,976,,
англичанка,s,2.5,66,83,126,,
англосакс,s,0.6,34,78,45,,
андеграунд,s,2.0,43,70,71,,
андерграунд,s,0.4,19,71,19,,
анекдот,s,35.0,99,93,1209,,
анемия,s,1.0,37,80,56,,
анестезиолог,s,1.0,31,72,39,,
анестезия,s,1.7,56,79,84,,
анизотропия,s,1.2,17,65,49,,
аниматор,s,0.4,13,58,15,,
анимация,s,1.4,36,68,62,,
анион,s,0.7,13,55,30,,
анис,s,0.5,26,79,33,,
анкета,s,14.4,100,94,628,,
анкетирование,s,1.1,40,81,74,,
анклав,s,1.2,43,82,80,,
анналы,s,1.5,56,82,85,,
аннексия,s,0.5,24,74,29,,
аннигиляция,s,0.5,19,53,20,,
аннотация,s,1.9,65,88,131,,
аннулирование,s,1.3,30,67,61,,
анод,s,1.2,22,72,32,,
аномалия,s,6.9,75,79,262,,
аномия,s,0.5,9,24,10,,
аноним,s,1.2,45,67,59,,
анонимка,s,1.5,54,83,74,,
анонимность,s,1.5,57,84,107,,
анонс,s,1.3,56,87,99,,
ансамбль,s,21.7,97,89,843,,
антагонизм,s,1.6,62,87,105,,
антагонист,s,1.0,43,80,72,,
антенна,s,8.5,95,92,375,,
антиамериканизм,s,0.7,19,67,27,,
антибиотик,s,4.7,83,85,216,,
антивещество,s,0.7,16,51,18,,
антиген,s,9.7,24,65,195,,
антигенность,s,0.4,6,54,17,,
антигерой,s,0.4,22,77,28,,
антиглобалист,s,1.1,33,79,63,,
антидепрессант,s,0.5,31,81,39,,
антиквар,s,1.5,43,68,59,,
антиквариат,s,3.2,79,88,182,,
антикоммунизм,s,0.6,24,76,37,,
антикоммунист,s,0.8,34,81,51,,
антикрыло,s,1.7,35,78,67,,
антилопа,s,1.2,41,81,64,,
антимир,s,0.7,30,75,35,,
антиномия,s,0.8,27,69,41,,
антиоксидант,s,0.9,36,81,48,,
антипатия,s,2.5,78,91,181,,
антипод,s,2.4,75,90,165,,
антисанитария,s,0.4,25,79,29,,
антисемит,s,4.7,75,85,184,,
антисемитизм,s,9.2,78,86,265,,
антисептик,s,0.8,30,76,37,,
антисоветчик,s,1.1,55,88,80,,
антисоветчина,s,0.7,37,83,48,,
антисталинист,s,0.4,6,33,7,,
антитеза,s,1.2,45,83,79,,
антитело,s,23.6,37,65,273,,
антитеррор,s,0.9,31,77,54,,
антиутопия,s,0.7,29,79,46,,
антифашист,s,0.7,30,80,41,,
антифон,s,0.6,5,10,5,,
антифриз,s,0.5,20,71,25,,
антихрист,s,2.7,65,84,119,,
античастица,s,0.5,12,26,13,,
античность,s,4.9,66,69,149,,
антология,s,2.7,61,85,133,,
антоновка,s,1.0,38,69,44,,
антракт,s,5.3,82,89,240,,
антрацит,s,0.7,39,83,48,,
антрекот,s,0.5,20,68,25,,
антрепренер,s,0.8,28,71,41,,
антреприза,s,1.9,42,81,87,,
антресоли,s,2.3,69,89,130,,
антрополог,s,1.0,43,83,63,,
антропология,s,2.9,59,80,134,,
антураж,s,2.2,79,91,178,,
анус,s,0.6,18,67,25,,
анфилада,s,1.5,67,89,103,,
анчар,s,0.4,14,59,15,,
анчоус,s,0.6,24,70,28,,
аншлаг,s,2.7,51,84,162,,
аорта,s,2.2,47,53,61,,
апартаменты,s,5.5,84,89,280,,
апартеид,s,0.8,30,72,37,,
апатит,s,1.5,35,70,65,,
апатия,s,3.0,85,91,216,,
апач,s,0.5,27,77,30,,
апелляция,s,3.4,66,88,198,,
апельсин,s,7.6,97,93,401,,
аперитив,s,1.0,43,83,59,,
апертура,s,0.6,12,42,18,,
аплодисменты,s,19.6,92,90,661,,
апломб,s,1.2,65,90,90,,
апогей,s,2.4,74,90,187,,
апокалипсис,s,3.1,75,87,170,,
апокриф,s,1.3,42,73,56,,
аполитичность,s,0.5,31,82,37,,
апологет,s,1.8,60,88,127,,
апологетика,s,0.5,27,80,34,,
апология,s,1.1,52,87,77,,
апоптоз,s,0.8,11,53,17,,
апостол,s,21.8,91,59,618,,
апофеоз,s,3.3,82,90,218,,
аппарат,s,88.2,100,94,2961,,
аппаратная,s,0.7,34,80,40,,
аппаратура,s,18.6,98,91,801,,
аппаратчик,s,1.6,53,86,102,,
аппендикс,s,1.0,47,84,66,,
аппендицит,s,2.1,68,87,128,,
аппетит,s,15.3,99,96,841,,
аппликация,s,1.1,50,85,79,,
аппроксимация,s,0.7,14,67,41,,
апрель,s,86.2,100,92,3469,,
апробация,s,1.6,36,77,106,,
апсида,s,0.4,8,46,9,,
аптека,s,15.1,98,90,626,,
аптекарь,s,1.6,57,84,80,,
аптечка,s,3.1,72,88,164,,
ар,s,0.7,33,82,43,,
ара,s,0.4,24,79,27,,
араб,s,13.3,94,85,393,,
арабидопсис,s,0.4,3,10,4,,
арак,s,0.4,18,71,18,,
аранжировка,s,1.8,46,85,110,,
арап,s,1.0,40,79,55,,
арат,s,0.4,6,20,7,,
арахис,s,0.7,28,73,37,,
арба,s,0.7,30,74,39,,
арбалет,s,1.2,35,60,41,,
арбидол,s,0.6,4,16,6,,
арбитр,s,5.4,80,86,250,,
арбитраж,s,5.5,52,69,130,,
арбовирус,s,0.7,10,59,24,,
арбуз,s,9.1,90,89,315,,
аргентинец,s,1.5,40,81,87,,
арго,s,0.7,33,78,40,,
аргон,s,0.9,23,69,40,,
аргонавт,s,0.5,20,70,27,,
аргумент,s,28.5,100,94,1497,,
аргументация,s,3.7,76,89,229,,
аргус,s,0.6,15,60,21,,
ареал,s,3.7,59,69,152,,
арена,s,13.5,96,92,706,,
аренда,s,27.5,93,86,1064,,
арендатор,s,8.1,65,75,220,,
арендодатель,s,2.2,30,48,45,,
ареопаг,s,0.5,25,75,34,,
арест,s,46.5,97,89,1188,,
арестант,s,5.8,70,68,157,,
арестованный,s,5.8,86,87,254,,
ариец,s,1.1,46,79,57,,
арий,s,0.6,28,76,35,,
аристократ,s,5.9,89,92,331,,
аристократизм,s,1.3,55,85,81,,
аристократия,s,2.6,77,88,156,,
аристократка,s,1.1,55,87,76,,
аритмия,s,1.4,53,75,68,,
арифметика,s,6.8,98,91,368,,
арифмометр,s,0.9,41,75,49,,
ария,s,6.7,83,85,262,,
арка,s,12.9,97,90,507,,
аркада,s,0.7,33,80,37,,
аркадия,s,0.5,23,66,26,,
аркан,s,3.1,57,69,92,,
арлекин,s,1.0,39,80,52,,
арлекино,s,0.4,9,38,11,,
армада,s,1.3,49,77,74,,
арманьяк,s,0.6,10,42,10,,
арматура,s,4.5,81,76,217,,
армеец,s,2.4,54,85,100,,
армирование,s,0.4,17,63,19,,
армия,s,186.4,100,92,3483,,
армяк,s,0.6,25,70,30,,
армянин,s,11.0,95,87,343,,
армянка,s,1.0,39,81,55,,
аромат,s,22.9,99,94,923,,
ароматерапия,s,0.5,24,77,30,,
ароматизатор,s,1.5,29,58,45,,
арсенал,s,12.7,95,82,636,,
арт,s,1.8,49,80,88,,
арт-директор,s,1.2,38,84,82,,
артель,s,6.2,89,89,277,,
артельщик,s,0.7,20,56,24,,
артерия,s,8.6,87,41,217,,
артефакт,s,1.1,38,79,58,,
артикул,s,0.5,26,77,30,,
артикуляция,s,1.0,46,85,69,,
артиллерист,s,5.9,80,86,175,,
артиллерия,s,13.7,93,89,415,,
артист,s,98.0,99,88,1672,,
артистизм,s,2.2,70,89,146,,
артистическая,s,0.7,24,72,30,,
артистичность,s,0.6,33,82,40,,
артистка,s,11.6,88,88,384,,
артобстрел,s,0.5,35,84,44,,
артподготовка,s,1.1,41,83,56,,
артрит,s,1.1,49,84,74,,
арфа,s,2.6,67,84,127,,
архаизм,s,0.4,28,82,35,,
архаика,s,1.2,40,76,65,,
архангел,s,3.0,73,84,136,,
археолог,s,5.6,86,84,233,,
археология,s,2.8,73,85,129,,
архетип,s,2.6,52,73,106,,
архив,s,35.3,100,93,1130,,
архивариус,s,0.7,25,72,30,,
архивист,s,0.5,27,78,32,,
архиепископ,s,10.5,66,80,271,,
архиерей,s,5.3,72,75,183,,
архимандрит,s,5.5,57,75,138,,
архипастырь,s,2.2,38,76,72,,
архипелаг,s,5.7,74,76,177,,
архистратиг,s,0.4,17,73,20,,
архитектоника,s,0.6,31,80,48,,
архитектор,s,33.3,99,91,1067,,
архитектура,s,34.3,99,87,1249,,
аршин,s,3.6,83,87,173,,
арык,s,1.2,36,81,49,,
арьергард,s,0.9,41,72,52,,
ас,s,6.0,88,88,252,,
асана,s,1.1,13,45,13,,
асбест,s,1.2,24,42,30,,
асимметрия,s,2.4,50,60,94,,
аскеза,s,0.8,38,79,48,,
аскер,s,0.7,5,21,5,,
аскет,s,1.6,57,84,100,,
аскетизм,s,1.7,58,87,122,,
аспект,s,35.6,98,86,1770,,
аспид,s,0.7,18,42,22,,
аспирант,s,8.3,91,90,374,,
аспирантка,s,3.2,62,45,82,,
аспирантура,s,7.5,93,89,336,,
аспирин,s,2.6,70,87,132,,
асс,s,0.6,26,65,32,,
ассамблея,s,5.2,71,85,249,,
ассасин,s,0.4,6,14,6,,
ассенизатор,s,0.4,25,80,31,,
ассигнация,s,1.6,56,85,90,,
ассигнование,s,3.5,70,89,217,,
ассимиляция,s,1.6,48,82,85,,
ассириец,s,0.4,21,74,25,,
ассистент,s,8.4,92,88,295,,
ассистентка,s,1.5,49,78,70,,
ассорти,s,0.7,31,78,44,,
ассортимент,s,14.5,94,89,815,,
ассоциация,s,44.9,99,92,1943,,
астероид,s,1.5,42,78,57,,
астма,s,2.8,79,90,184,,
астматик,s,0.5,25,68,30,,
астра,s,3.8,79,65,151,,
астрал,s,0.6,22,68,25,,
астровирус,s,0.4,4,9,4,,
астролог,s,3.4,63,81,118,,
астрология,s,1.2,47,83,69,,
астронавт,s,1.7,36,73,56,,
астроном,s,6.2,74,81,167,,
астрономия,s,6.4,73,73,169,,
астрофизик,s,1.4,33,70,44,,
астрофизика,s,1.7,32,59,48,,
асфальт,s,29.1,96,92,1079,,
аська,s,2.0,18,59,41,,
атавизм,s,0.8,50,88,71,,
атака,s,42.7,100,92,1461,,
атаман,s,5.8,84,87,176,,
атеизм,s,2.8,76,87,173,,
атеист,s,4.6,87,90,265,,
ателье,s,4.1,85,89,225,,
атеросклероз,s,1.1,50,87,75,,
атлант,s,1.7,47,77,76,,
атлас,s,5.8,86,81,238,,
атлет,s,2.5,74,88,151,,
атлетика,s,2.3,59,84,128,,
атмосфера,s,56.4,100,93,2293,,
атолл,s,0.8,31,76,38,,
атом,s,20.5,90,74,442,,
атомоход,s,0.9,25,59,37,,
атомщик,s,0.9,30,75,41,,
атрибут,s,10.9,97,90,637,,
атрибутика,s,1.5,60,88,119,,
атрибуция,s,0.6,19,70,28,,
